port,country,phone,email,website
"Port of Lazaro Cardenas, Mexico",Mexico,+ 52 753 5330700 ,direccion@puertolazarocardenas.com.mx,http://www.puertolazarocardenas.com.mx/plc/
"Port of Altamira, Mexico",Mexico,+52 833 2606060 ,info@puertoaltamira.com.mx,http://www.puertoaltamira.com.mx/
"Port of Progreso, Mexico",Mexico,+52 969 9343250 ,informacion@puertosyucatan.com,http://www.puertosyucatan.com/
"Port of Isla San Marcos, Mexico",Mexico,+52 612 1236500 ,apibcs@prodigy.net.mx,http://www.apibcs.com/
"Port of Muleje, Mexico",Mexico,n/a,n/a,n/a
"Santa Rosalia, Mexico",Mexico,+52 612 1236500 ,apibcs@prodigy.net.mx,http://www.apibcs.com/
"Port of Vallarta, Mexico",Mexico,+52 322 2241000 ,gcomercial@puertodevallarta.com,http://www.apivta.com/
"Port of Pichilingue, Mexico",Mexico,+52 612 1236500 ,apibcs@prodigy.net.mx,http://www.apibcs.com/puerto2.php
"Port of San Jose Del Cabo, Mexico",Mexico,n/a,n/a,n/a
"Port of  Celestun, Mexico",Mexico,n/a,n/a,n/a
"Port of Chetumal, Mexico",Mexico,n/a,n/a,n/a
"Port of Tuxpan, Mexico",Mexico,+52 783 1023030  ,info@puertotuxpan.com.mx,http://www.puerto-de-tuxpan.com.mx/
"Port of San Carlos, Mexico",Mexico,+52 612 1227777 ,apibcs@prodigy.net.mx,http://www.apibcs.com/
"Port of Morro Redondo, Mexico",Mexico,n/a,n/a,n/a
"Port of Acapulco, Mexico",Mexico,+52 555 6298866 ,n/a,http://www.grupotmm.com.mx/esp/
"Port of Minatitlan, Mexico",Mexico,n/a,n/a,n/a
"Port of Tampico, Mexico",Mexico,+52 833 241 1400 ,webmaster@puertodetampico.com.mx,http://www.puertodetampico.com.mx/
"Port of Escondido, Mexico",Mexico,+52 612 1236500 ,apibcs@prodigy.net.mx,http://www.apibcs.com/
"Port of Mazatlan, Mexico",Mexico,+52 669 9823611 ,apimaz@puertomazatlan.com.mx,http://www.puertomazatlan.com.mx/
"Port of Bahia Salinas, Mexico",Mexico,n/a,n/a,n/a
"Port of Veracruz, Mexico",Mexico,+52 229 9232170     ,promocion@puertodeveracruz.com.mx,http://www.puertodeveracruz.com.mx/
"Port of Altata, Mexico",Mexico,n/a,n/a,n/a
"Port of Dos Bocas, Mexico",Mexico,+52 933 3332744 ,ventanilla@puertodosbocas.com,http://www.puertodosbocas.com.mx/
"Port of Concepcion, Mexico",Mexico,n/a,n/a,n/a
"Port of Nanchital, Mexico",Mexico,n/a,n/a,n/a
"Port of Puerto San Bartolome, Mexico",Mexico,n/a,n/a,n/a
"Port of Loreto, Mexico",Mexico,n/a,n/a,n/a
"Port of La Paz, Mexico",Mexico,+52 612 1236500 ,apibcs@prodigy.net.mx,http://www.apibcs.com/
"Port of Salina Cruz, Mexico",Mexico,+52 971 717 3070 ,puerto@puertosalinacruz.com.mx,http://www.apisal.com.mx/
"Port of San Blas, Mexico",Mexico,n/a,n/a,n/a
"Port of Yavaros, Mexico",Mexico,n/a,n/a,n/a
"Port of Campeche, Mexico",Mexico,+52 981 67435 ,apicam@campeche.com,http://www.fis.com/campeche/
"Port of Pajaritus, Mexico",Mexico,n/a,n/a,n/a
"Port of Cozumel, Mexico",Mexico,+52 983 8326101 ,apiqroo@apiqroo.com.mx,http://www.apiqroo.com.mx/
"Port of Manzanillo, Mexico",Mexico,+52 314 3311400 ,director@puertomanzanillo.com.mx,http://www.puertomanzanillo.com.mx/
"Port of Guaymas, Mexico",Mexico,+52 622 2252250 ,marketing@puertodeguaymas.com,http://www.puertodeguaymas.com/
"Port of Venustiano Carranza, Mexico",Mexico,n/a,n/a,n/a
"Port of Ensenada, Mexico",Mexico,+52 646 1782860 ,informacion@puertoensenada.com.mx,http://www.puertoensenada.com.mx/
"Port of Ciudad Del Carmen, Mexico",Mexico,n/a,n/a,n/a
"Port of Playa del Carmen, Mexico",Mexico,+52 983 8326101 ,apiqroo@apiqroo.com.mx,http://www.apiqroo.com.mx/
"Port of Frontera, Mexico",Mexico,n/a,n/a,n/a
"Port of Topolobampo, Mexico",Mexico,+52 668 8620494 ,gcomercial@puertotopolobampo.com.mx,http://www.apitopo.com.mx/
"Rosarito Terminal, Mexico",Mexico,n/a,n/a,n/a
"San Juan De La Costa, Mexico",Mexico,+52 612 1236500 ,apibcs@prodigy.net.mx,http://www.apibcs.com/
"Port of Alvarado, Mexico",Mexico,n/a,n/a,n/a
"Port of Cabo San Lucas, Mexico",Mexico,n/a,n/a,n/a
"Port of Puerto San Quintin, Mexico",Mexico,n/a,n/a,n/a
"Port of Puerto Penasco, Mexico",Mexico,n/a,n/a,n/a
"Port of Chiapas, Mexico",Mexico,+52 962 6286841 ,marketing@puertochiapas.com.mx,http://www.puertochiapas.com.mx/
"Port of Santa Maria, Mexico",Mexico,+52 612 1227777 ,apibcs@prodigy.net.mx,http://www.bajaport.com/
"Port of Yukalpeten, Mexico",Mexico,+52 783 8370015 ,n/a,n/a
"Port of  Ta'Kuntah FSO , Mexico",Mexico,n/a,n/a,n/a
"Port of Rabon Grande, Mexico",Mexico,n/a,n/a,n/a
"Cedros Island, Mexico",Mexico,n/a,n/a,n/a
"Port  of  Pajaritos , Mexico",Mexico,n/a,n/a,n/a
"Port of  Madero, Mexico",Mexico,+52 962 6212037 ,n/a,n/a
"San Pedrito Port , Mexico",Mexico,n/a,n/a,n/a
"Port  of  Majahual, Mexico",Mexico,n/a,n/a,n/a
"Port of  Anton Lizardo, Mexico",Mexico,n/a,n/a,n/a
"Port of Bellingham, United States",United States,+1 36 06762500 ,info@portofbellingham.com,http://www.portofbellingham.com/
"Port of Corinto, Nicaragua",Nicaragua,+505 222 3837 ,n/a,http://www.epn.com.ni/
"Port of Sandino, Nicaragua",Nicaragua,+505 222 3837 ,n/a,http://www.epn.com.ni/
"Port of Bluefields, Nicaragua",Nicaragua,n/a,n/a,n/a
"Puerto Isabel, Nicaragua",Nicaragua,n/a,n/a,n/a
"El Rama Port, Nicaragua",Nicaragua,+505 222 3837 ,n/a,http://www.epn.com.ni
"El Bluff Port, Nicaragua",Nicaragua,+505 222 3837 ,n/a,http://www.epn.com.ni/
"Port of San Juan Del Sur, Nicaragua",Nicaragua,+505 222 3837 ,n/a,http://www.epn.com.ni/
"Puerto Cabezas, Nicaragua",Nicaragua,+505 222 3837 ,n/a,http://www.epn.com.ni/
"Puerto Caldera, Costa Rica",Costa Rica,+506 2634 4151 ,dop@incop.go.cr,http://www.incop.go.cr/
"Puerto Puntarenas, Costa Rica",Costa Rica,+506 634 4169 ,n/a,n/a
"Puerto Limon, Costa Rica",Costa Rica,+506 795 4747 ,n/a,http://www.japdeva.go.cr/
"Puerto Quepos, Costa Rica",Costa Rica,+506 225687 ,info@puertoquepos.com,http://www.puertoquepos.com/
"Terminal de Cruceros, Costa Rica",Costa Rica,+506 2634 4151 ,info@incop.go.cr,http://www.incop.go.cr/
"Puerto Moin, Costa Rica",Costa Rica,+506 795 4747 ,n/a,http://www.japdeva.go.cr/
"Terminal Punta Morales, Costa Rica",Costa Rica,+506 2634 4151 ,info@incop.go.cr,http://www.incop.go.cr/
"Puerto Golfito (Golfo Dulce), Costa Rica",Costa Rica,+506 775 0097 ,n/a,n/a
"Port of Keyport, United States",United States,+1 30 67794259 ,n/a,n/a
"Hana Harbor, United States",United States,+1 80 85411986 ,n/a,http://hirono.house.gov/
"Port of Silverdale, United States",United States,+1 36 06984918 ,portsilv@tscnet.com,http://www.portofsilverdale.com/
"Port of Longview, United States",United States,+1 36 04253305 ,n/a,http://www.portoflongview.com/
"Fairport Harbor, United States",United States,+1 44 03523620 ,adminoffice@fairportharbor.org,http://www.fairportharbor.org/
"Port of Grand Turk, Turks and Caicos Islands",Turks and Caicos Islands,+1 649 9413148 ,tcimaritime@tciway.tc,n/a
"Port of Providenciales , Turks and Caicos Islands",Turks and Caicos Islands,+1 649 9413148 ,tcimaritime@tciway.tc,n/a
"Port of Cockburn , Turks and Caicos Islands",Turks and Caicos Islands,+1 649 9413148 ,n/a,n/a
"Puerto de Nicaro, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Port of Banes, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Baracoa, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto Tunas De Zaza, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Pilon, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Felton , Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Port of Punta Gorda, Cuba",Cuba,n/a,n/a,n/a
"Puerto Padre, Cuba",Cuba,+53 7 31500949 ,practpp@enet.cu,n/a
"Puerto de Niquero, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Antilla, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Bahia Honda, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Gibara, Cuba",Cuba,n/a,n/a,n/a
"Port of Preston, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Guantanamo, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Cienfuegos, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Caibarien, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Pastelillo, Cuba",Cuba,n/a,n/a,n/a
"Port of Macabi, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Isabela De Sagua, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Santiago de Cuba, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Port of Boca Grande, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Matanzas, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Media Luna, Cuba",Cuba,n/a,n/a,n/a
"Puerto Vita, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Manzanillo , Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Cardenas, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto Batabano, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Nueva Gerona, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Santa Cruz del Sur, Cuba",Cuba,+53 7 8608516 ,pilotsx@enet.cu,n/a
"Puerto de La Habana (Havana), Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Port of Santa Maria, Cuba",Cuba,n/a,n/a,n/a
"Port of Cayo Frances, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Santa Lucia , Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Jucaro, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Guayabal, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Sagua De Tanamo, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Casilda , Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Nuevitas, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Embarcadero Palo Alto, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Manati, Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto Tarafa, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Mariel , Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Puerto de Moa , Cuba",Cuba,+53 7 8605383 ,webmaster@apn.cu,http://www.apn.transnet.cu/
"Port of Guatemala, Cuba",Cuba,n/a,n/a,n/a
"Puerto de Ceiba Hueca, Cuba",Cuba,n/a,n/a,n/a
"Port of Isla Taboguilla, Panama",Panama,n/a,n/a,n/a
"Port of Almirante, Panama",Panama,+507 233 997 ,n/a,n/a
"Port of San Pedro (Isla Taboga), Panama",Panama,n/a,n/a,n/a
"Port of Balboa, Panama",Panama,+507 207 5100 ,administracionycomercio@ppc.com.pa,http://www.ppc.com.pa/
"Colon Container Terminal, Panama",Panama,+507 430 9500   ,cctmkt@cct-pa.com,http://www.cct-pa.com/
"Port of Bahia De Las Minas, Panama",Panama,n/a,n/a,n/a
"Port of Charco Azul, Panama",Panama,n/a,n/a,n/a
"Port of Chiriqui Grande, Panama",Panama,+507 263 9949 ,n/a,n/a
"Port of Cristobal, Panama",Panama,+507 433 7900 ,administracionycomercio@ppc.com.pa,http://www.ppc.com.pa/
"Port of Aguadulce, Panama",Panama,n/a,n/a,n/a
"Port of Vacamonte, Panama",Panama,+507 251 0111 ,n/a,n/a
"Manzanillo International Terminal, Panama",Panama,+507 430 9800 ,info@mitpan.com,http://www.mitpan.com/
"Port of Pedregal, Panama",Panama,+507 233 997 ,n/a,n/a
"Port of Armuelles, Panama",Panama,n/a,n/a,n/a
"Port of La Palma, Panama",Panama,n/a,n/a,http://www.cocatram.org.ni/puertosca/pto_lapalma_panama.html
"Rodman Naval Station, Panama",Panama,n/a,n/a,n/a
"Port of Mutis, Panama",Panama,+507 233997  ,n/a,http://www.cocatram.org.ni/puertosca/pto_mutis_panama.html
"Fort Amador , Panama",Panama,n/a,n/a,n/a
"Port of Bocas Del Toro, Panama",Panama,+507 233 997 ,n/a,n/a
"Coco Solo North, Panama",Panama,n/a,n/a,n/a
"Port of Panama, Panama",Panama,+507 501 5100 ,ampadmon@amp.gob.pa,http://www.amp.gob.pa/
"Gardiner Harbor , United States",United States,+1 20 75824200 ,n/a,http://www.gardinermaine.com/
"Port of Texas City, United States",United States,+1 40 99454461 ,railport@railporttc.com,http://www.railporttc.com/
"Quartermaster Harbor, United States",United States,+ 360 9021000 ,ard@dnr.wa.gov,http://www.dnr.wa.gov/
"Greenwich Harbor, United States",United States,n/a,n/a,n/a
"Port of Montego Bay, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Kingston, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port Rhoades, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port Royal, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Rocky Point, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Oracabessa Bay, Jamaica",Jamaica,n/a,n/a,n/a
"Port of Ocho Rios, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Black River, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Manchioneal, Jamaica",Jamaica,n/a,n/a,n/a
"Port Kaiser, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port Esquivel, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Salt River, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port Antonio, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Discovery Bay, Jamaica",Jamaica,n/a,n/a,n/a
"Port of Annotto Bay, Jamaica",Jamaica,n/a,n/a,n/a
"Port of St Anns Bay, Jamaica",Jamaica,n/a,n/a,n/a
"Port of Lucea, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Maria Bay, Jamaica",Jamaica,n/a,n/a,n/a
"Port of Falmouth, Jamaica",Jamaica,+1 876 922 0290 ,kmclean@portjam.com,http://www.cruisejamaica.com/
"Port of Savannah La Mar, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Rio Bueno, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of Morant Bay, Jamaica",Jamaica,+1 876 922 0290 ,paj@portjam.com,http://www.portjam.com/
"Port of South Riding Point, Bahamas",Bahamas,+1 242 353 4471 ,srphl@netscape.net,n/a
"Matthew Town Harbour, Bahamas",Bahamas,n/a,n/a,n/a
"Marsh Harbor, Bahamas",Bahamas,n/a,n/a,n/a
"	Port of Ocean Cay, Bahamas",Bahamas,n/a,n/a,n/a
"Freeport Container Port, Bahamas",Bahamas,+1 242  350 8000 ,n/a,http://www.freeportcontainerport.com/
"Cockburn Harbour Inlet, Bahamas",Bahamas,n/a,n/a,n/a
"Port of Clifton Point, Bahamas",Bahamas,n/a,n/a,n/a
"Port St George, Bahamas",Bahamas,+1 242 351 6825 ,psg@portstgeorge.com,http://www.portstgeorge.com
"Port of Nassau, Bahamas",Bahamas,+1 242 322 8832 ,portaja@batelnet.bs,n/a
"Port of Inagua Islands, Bahamas",Bahamas,+1 242 322 8832 ,portaja@batelnet.bs,n/a
"Tongue Point, United States",United States,n/a,n/a,n/a
"Port of Attu, Greenland",Greenland,n/a,n/a,n/a
"Port of Illulissat (jakobshavn), Greenland",Greenland,+299 94 35 33 ,kag@ral.gl,http://www.royalarcticline.com/
"Port of Oqaatsut (rodebay), Greenland",Greenland,n/a,n/a,n/a
"Port of Igdlorssuit, Greenland",Greenland,n/a,n/a,n/a
"Port of Kajalleq Upernavik, Greenland",Greenland,n/a,n/a,n/a
"Port of Sisimiut (Holsteinsborg), Greenland",Greenland,+299 86 59 33 ,hfe@ral.gl,http://www.ral.gl/
"Port of Qasigiannguit (Christianshåb), Greenland",Greenland,+299 91 10 33 ,hgr@ral.gl,http://www.ral.gl/
"Port of Narsaq, Greenland",Greenland,+299 66 16 33 ,fil@ral.gl,http://www.ral.gl/
"Port of Frederiksdal, Greenland",Greenland,n/a,n/a,n/a
"Port of Tasiussaq, Greenland",Greenland,n/a,n/a,n/a
"Port of Saattut, Greenland",Greenland,n/a,n/a,n/a
"Port of Kangerlussuaq (Søndre Strømfjord), Greenland",Greenland,n/a,n/a,n/a
"Port of Marmorilik , Greenland",Greenland,n/a,n/a,n/a
"Port of Kangamiut, Greenland",Greenland,n/a,n/a,n/a
"Port of Qaanaaq (Thule Air Base), Greenland",Greenland,n/a,n/a,n/a
"Port of Faeringehavn, Greenland",Greenland,+299 32 12 38 ,n/a,n/a
"Port of Nanortalik, Greenland",Greenland,+299 61 34 33 ,pej@ral.gl,http://www.ral.gl/
"Port of Aasiaat (Egedesminde), Greenland",Greenland,+299 89 20 33 ,n/a,n/a
"Port of Ukkusigssat, Greenland",Greenland,n/a,n/a,n/a
"Port of Uummannaq (Ũmánaq), Greenland",Greenland,+299 95 12 33 ,jtr@ral.gl,http://www.ral.gl/
"Port of Nanok, Greenland",Greenland,n/a,n/a,n/a
"Port of Qaarsut(Qaersut), Greenland",Greenland,n/a,n/a,n/a
"Port of Ikerasak, Greenland",Greenland,n/a,n/a,n/a
"Port of Qaqortoq (Julianehåb), Greenland",Greenland,+299 64 16 33 ,eti@ral.gl,http://www.ral.gl/
"Port of Upernavik, Greenland",Greenland,+299 96 20 33 ,jle@ral.gl,http://www.ral.gl/
"Port of Nuuk (Godthåb), Greenland",Greenland,+299 34 92 00 ,ras@ral.gl,http://www.ral.gl/
"Port of Kusanartoq, Greenland",Greenland,n/a,n/a,n/a
"Port of Qutdleq, Greenland",Greenland,n/a,n/a,n/a
"Port of Kangersuatsiaq , Greenland",Greenland,n/a,n/a,n/a
"Port of Scoresby Sund, Greenland",Greenland,n/a,n/a,n/a
"Port of North Star Bugt, Greenland",Greenland,n/a,n/a,n/a
"Port of Niaqornat, Greenland",Greenland,n/a,n/a,n/a
"Port of Maniitsoq (Sukkertoppen), Greenland",Greenland,+299 81 36 33 ,pbi@ral.gl,http://www.ral.gl/
"Port of Narssarssuaq, Greenland",Greenland,n/a,n/a,n/a
"Port of Paamiut (Frederikshaab), Greenland",Greenland,+299 68 16 33 ,nlo@ral.gl,http://www.ral.gl/
"Port of Ivittuut (Ivigtût), Greenland",Greenland,n/a,n/a,n/a
"Port of Kangilinnguit (Grønnedal), Greenland",Greenland,+299 69 19 11 ,n/a,n/a
"Port of Tasiilaq, Greenland",Greenland,+299 98 11 33 ,n/a,http://www.royalarcticline.com/
"Port of Eskimonaes, Greenland",Greenland,n/a,n/a,n/a
"Port of Ammassalik, Greenland",Greenland,n/a,n/a,n/a
"Port of Qeqertarsuaq (Godhavn), Greenland",Greenland,n/a,n/a,n/a
"Port of Aquin, Haiti",Haiti,n/a,n/a,n/a
"Port of Gonaives, Haiti",Haiti,+509 262 2100 ,n/a,http://www.apn.gouv.ht/
"Port de Saint Marc, Haiti",Haiti,+509 223 2442 ,apnpap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Jeremie, Haiti",Haiti,+509 223 2442 ,apnpap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Miragoane, Haiti",Haiti,+509 223 2442 ,apnpap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Corail, Haiti",Haiti,+509 22 23 2440 ,n/a,http://www.apn.gouv.ht/
"Port of Port de Paix, Haiti",Haiti,+509 262 2100 ,apncap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Cap Haitien, Haiti",Haiti,+509 262 2100 ,apncap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Petit Goave, Haiti",Haiti,+509 262 2100 ,apncap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Jacmel, Haiti",Haiti,+509 223 2442 ,n/a,http://www.apn.gouv.ht/
"Port of Port-au-Prince, Haiti",Haiti,+509 22 23 2440 ,n/a,http://www.apn.gouv.ht/
"Port au Prince, Haiti",Haiti,n/a,n/a,n/a
"Port of Les Cayes, Haiti",Haiti,+509 262 2100 ,apncap@apn.gouv.ht,http://www.apn.gouv.ht/
"Port of Ogdensburg, United States",United States,+1 31 53934080 ,obpa@ogdensport.com,http://www.ogdensport.com/
"Chilkoot Inlet Harbor, United States",United States,n/a,n/a,n/a
"Port of El Segundo, United States",United States,n/a,n/a,n/a
"Port of Coupeville, United States",United States,+1 36 06785020 ,executivedirector@portofcoupeville.org,http://portofcoupeville.org/
"Port of Fall River, United States",United States,+1 50 83242620 ,n/a,http://www.froed.org/
"Port of Skagway, United States",United States,+1 90 79832628 ,n/a,http://www.skagwaychamber.org/port.html
"Port of Iberia, United States",United States,+1 33 73641065 ,info@portofiberia.com,http://www.portofiberia.com/
"Port of Sabine Pass, United States",United States,+1 40 99712411 ,n/a,n/a
"Port of La Union, El Salvador",El Salvador,+503 2640 1555 ,info@launion.gob.sv,http://www.puertolaunion.gob.sv/
"Port of Acajutla, El Salvador",El Salvador,+503 2405 3200 ,webmaster@cepa.gob.sv,http://www.puertoacajutla.gob.sv/
"Punta Gorda, El Salvador",El Salvador,n/a,info@corsain.gob.sv,n/a
"Puerto de Cutuco (Puerto Muelle Cutuco), El Salvador",El Salvador,n/a,n/a,n/a
"Port of La Libertad, El Salvador",El Salvador,+503 2218 1300  ,info@cepa.gob.sv,http://www.cepa.gob.sv/
"Puetro Corsain, El Salvador",El Salvador,+503 2682 1706 ,gerencia@puertocorsain.com,http://www.corsain.gob.sv
"Acajutla Offshore Terminal, El Salvador",El Salvador,+503 2218 1300  ,info@cepa.gob.sv,http://www.cepa.gob.sv/
"Port of San Jose, Guatemala",Guatemala,n/a,n/a,n/a
"Port of Puerto Quetzal, Guatemala",Guatemala,+502 2361 1377 ,info@puerto-quetzal.com,http://www.puerto-quetzal.com/
"Port of Barrios, Guatemala",Guatemala,+502 920 1500 ,n/a,http://www.puertobarriosonline.com/
"Port of Champerico, Guatemala",Guatemala,n/a,n/a,n/a
"Port of  Santo Thomas De Castilla, Guatemala",Guatemala,+502 7948 3060 ,gerenciageneral@empornac.gob.gt,http://www.empornac.gob.gt/
"Sun Marine Terminals, United States",United States,+1 409 727 2301  ,n/a,n/a
"Port of Alexandria, United States",United States,+1 31 84731848 ,jmarzullo@portofalexla.com,http://www.portofalexla.com/
"Port of Belize, Belize",Belize,+501 227 3571 ,rdguerrero@portofbelize.com,http://www.portofbelize.com/
"Port of Big Creek, Belize",Belize,+501 523 2003 ,info@portofbigcreek.com,http://portofbigcreek.com/
"Port of Anacortes, United States",United States,+1 36 02933134 ,marina@portofanacortes.com,http://www.portofanacortes.com/
"Carpinteria, United States",United States,n/a,n/a,n/a
"Coal Point Harbor, United States",United States,n/a,n/a,n/a
"Port of Calcite, United States",United States,+1 98 97342535 ,n/a,http://www.rogerscitychamber.com/
"Port of Oakland, United States",United States,+1 51 06271100 ,board@portoakland.com,http://www.portofoakland.com/
"Port of Paulsboro, United States",United States,+1 85 64231500  ,n/a,http://www.paulsboronj.org/
"Au Sable, United States",United States,n/a,n/a,n/a
"Clipper Yacht Harbor , United States",United States,+1 415-332-3500 ,ken@clipperyacht.com,http://www.clipperyacht.com/
"Port of Hopewell, United States",United States,n/a,n/a,http://www.hopewellva.gov
"Pismo Beach, United States",United States,n/a,n/a,n/a
"Port of Kimshan Cove, United States",United States,n/a,n/a,n/a
"Port of Morgan City, United States",United States,+1 98 53840850 ,info@portofmc.com,http://www.portofmc.com/
"Port of San Lorenzo, Honduras",Honduras,+504 781 5142 ,supciasanlo@enp.hn,http://www.enp.hn/
"Puerto Este (East Harbor), Honduras",Honduras,n/a,n/a,n/a
"Port of Coxen Hole, Honduras",Honduras,+504 434 4902 ,n/a,http://www.enp.hn/
"Port of La Ceiba, Honduras",Honduras,+504 441 9445 ,n/a,http://www.enp.hn/
"Port of Tela, Honduras",Honduras,+504 434 4902 ,n/a,http://www.enp.hn/
"Port of Puerto Castilla , Honduras",Honduras,+504 429 8013 ,n/a,http://www.enp.hn/
"Puerto de Henecan, Honduras",Honduras,n/a,n/a,n/a
"Port of Puerto Cortes, Honduras",Honduras,+504 665 0192 ,supciaco@enp.hn,http://www.enp.hn/
"Port of Trujillo, Honduras",Honduras,n/a,trujillo@honduras.com,http://trujillo.honduras.com/
"Southport Pier, United States",United States,n/a,n/a,n/a
"Edgewater Harbor, United States",United States,+1 38 68524559  ,hawksells@pcfl.net,http://www.edgewaterharbor.com/
"Martinez, United States",United States,n/a,n/a,n/a
"Port of St. Bernard , United States",United States,+1 50 42778418  ,n/a,http://www.stbernardport.com/
"Port of Tacoma, United States",United States,+1 25 33835841 ,n/a,http://www.portoftacoma.com/
"Port of Put In Bay, United States",United States,n/a,n/a,n/a
"Yes Bay, United States",United States,n/a,n/a,n/a
"Port of Humboldt Bay, United States",United States,+1 70 74430801 ,n/a,http://www.humboldtbay.org/
"Port of Willemstad, Netherlands Antilles",Netherlands Antilles,+599 9 4345999 ,info@curports.com,http://www.curports.com/
"Port of Emmastad, Netherlands Antilles",Netherlands Antilles,n/a,n/a,n/a
"Santa Anna Bay (Sint Anna Bay), Netherlands Antilles",Netherlands Antilles,n/a,n/a,n/a
"Port of Schottegat, Netherlands Antilles",Netherlands Antilles,n/a,n/a,n/a
"Port of  Sint Michielsbay, Netherlands Antilles",Netherlands Antilles,n/a,n/a,n/a
